ID,Category,Question,Conditions
1129,Advanced Multi-Condition,I have 172 cutoff. Low fee self-financing IT colleges in Coimbatore with hostel.,"cutoff=172, fees=low, ownership=Self-Financing, branch=Information Technology, district=Coimbatore, hostel=yes"
1130,Advanced Multi-Condition,OC student 192 cutoff. Ambitious autonomous private CSE colleges in Chennai with top placements.,"community=OC, cutoff=192, safety=ambitious, autonomous=yes, ownership=Private, branch=CSE, district=Chennai, placement=best"
1131,Advanced Multi-Condition,Give safe government colleges for 170 cutoff BC student ECE in Coimbatore with hostel.,"safety=safe, ownership=Government, cutoff=170, community=BC, branch=ECE, district=Coimbatore, hostel=yes"
1132,Advanced Multi-Condition,I have 178 cutoff. Moderate autonomous colleges in Chennai for AI&DS with hostel and low fees.,"cutoff=178, safety=moderate, autonomous=yes, district=Chennai, branch=AI & Data Science, hostel=yes, fees=low"
1133,Advanced Multi-Condition,MBC student 165 cutoff. Government aided colleges in Salem for Mechanical with hostel.,"community=MBC, cutoff=165, ownership=Government Aided, district=Salem, branch=Mechanical Engineering, hostel=yes"
1134,Advanced Multi-Condition,Show autonomous CSE colleges in Coimbatore for OC student 186 cutoff with placement above 10 LPA.,"autonomous=yes, branch=CSE, district=Coimbatore, community=OC, cutoff=186, placement=above 10 LPA"
1135,Advanced Multi-Condition,I have 157 cutoff. Self-financing colleges in Vellore for ECE with hostel and good transport.,"cutoff=157, ownership=Self-Financing, district=Vellore, branch=ECE, hostel=yes, transport=yes"
1136,Advanced Multi-Condition,BC 182 cutoff. Autonomous CSE or IT colleges in Coimbatore with low fees and hostel.,"community=BC, cutoff=182, autonomous=yes, branch=CSE, branch=Information Technology, district=Coimbatore, fees=low, hostel=yes"
1137,Advanced Multi-Condition,Show government colleges in Madurai for Mechanical 163 cutoff with hostel and low fees.,"ownership=Government, district=Madurai, branch=Mechanical Engineering, cutoff=163, hostel=yes, fees=low"
1138,Advanced Multi-Condition,I have 191 cutoff. Top autonomous government aided CSE colleges in Tamil Nadu with placement.,"cutoff=191, autonomous=yes, ownership=Government Aided, branch=CSE, placement=best"
1139,Advanced Multi-Condition,SCa student 168 cutoff safe government CSE college in Trichy with hostel.,"community=SCA, cutoff=168, safety=safe, ownership=Government, branch=CSE, district=Tiruchirappalli, hostel=yes"
1140,Advanced Multi-Condition,Which private autonomous colleges in Madurai offer CSE for 177 cutoff with fees below 1 lakh and hostel?,"ownership=Private, autonomous=yes, district=Madurai, branch=CSE, cutoff=177, fees=below 1 lakh, hostel=yes"
1141,Advanced Multi-Condition,I have 183 cutoff. Government colleges in Coimbatore for ECE or CSE with hostel.,"cutoff=183, ownership=Government, district=Coimbatore, branch=ECE, branch=CSE, hostel=yes"
1142,Advanced Multi-Condition,BCM 176 cutoff wants autonomous college for AI&DS in Chennai with hostel.,"community=BCM, cutoff=176, autonomous=yes, branch=AI & Data Science, district=Chennai, hostel=yes"
1143,Advanced Multi-Condition,Show government-aided Mechanical Engineering colleges in Coimbatore for 168 cutoff with hostel.,"ownership=Government Aided, branch=Mechanical Engineering, district=Coimbatore, cutoff=168, hostel=yes"
1144,Advanced Multi-Condition,I have 187 cutoff OC student. Ambitious CSE colleges in Coimbatore or Chennai autonomous.,"cutoff=187, community=OC, safety=ambitious, branch=CSE, district=Coimbatore, district=Chennai, autonomous=yes"
1145,Advanced Multi-Condition,MBC 171 cutoff moderate government colleges in Tamil Nadu for ECE with hostel and low fees.,"community=MBC, cutoff=171, safety=moderate, ownership=Government, branch=ECE, hostel=yes, fees=low"
1146,Advanced Multi-Condition,Which self-financing colleges in Erode offer CSE for 173 cutoff with hostel and good placement?,"ownership=Self-Financing, district=Erode, branch=CSE, cutoff=173, hostel=yes, placement=good"
1147,Advanced Multi-Condition,I have 179 cutoff. Autonomous government colleges for Mechanical or ECE in Coimbatore.,"cutoff=179, autonomous=yes, ownership=Government, branch=Mechanical Engineering, branch=ECE, district=Coimbatore"
1148,Advanced Multi-Condition,BC 175 cutoff. Safe government aided CSE colleges in Coimbatore with hostel and low fees.,"community=BC, cutoff=175, safety=safe, ownership=Government Aided, branch=CSE, district=Coimbatore, hostel=yes, fees=low"
1149,Advanced Multi-Condition,Show autonomous private colleges in Chennai for AI&DS 186 cutoff with hostel and top placement.,"autonomous=yes, ownership=Private, district=Chennai, branch=AI & Data Science, cutoff=186, hostel=yes, placement=best"
1150,Advanced Multi-Condition,I have 164 cutoff MBC. Government aided CSE colleges in Madurai with hostel and fees below 1 lakh.,"cutoff=164, community=MBC, ownership=Government Aided, branch=CSE, district=Madurai, hostel=yes, fees=below 1 lakh"
1151,Advanced Multi-Condition,OC 199 cutoff. Best autonomous government colleges in Tamil Nadu for CSE with top placements.,"community=OC, cutoff=199, autonomous=yes, ownership=Government, branch=CSE, placement=best"
1152,Advanced Multi-Condition,SC student 166 cutoff. Government colleges in Trichy for Mechanical with hostel.,"community=SC, cutoff=166, ownership=Government, district=Tiruchirappalli, branch=Mechanical Engineering, hostel=yes"
1153,Advanced Multi-Condition,I have 180 cutoff. Ambitious autonomous colleges in Coimbatore for ECE or AI&DS.,"cutoff=180, safety=ambitious, autonomous=yes, district=Coimbatore, branch=ECE, branch=AI & Data Science"
1154,Advanced Multi-Condition,MBC student 185 cutoff wants safe autonomous CSE college in Chennai with hostel and fees below 2 lakhs.,"community=MBC, cutoff=185, safety=safe, autonomous=yes, branch=CSE, district=Chennai, hostel=yes, fees=below 2 lakhs"
1155,Advanced Multi-Condition,Which government-aided colleges in Coimbatore offer AI&ML for 178 cutoff with hostel?,"ownership=Government Aided, district=Coimbatore, branch=AI & ML, cutoff=178, hostel=yes"
1156,Advanced Multi-Condition,I have 172 cutoff. BC student. Moderate autonomous colleges in Tamil Nadu for Mechanical with placement.,"cutoff=172, community=BC, safety=moderate, autonomous=yes, branch=Mechanical Engineering, placement=good"
1157,Advanced Multi-Condition,Show low-fee autonomous CSE colleges in Madurai for 176 cutoff with good placements and hostel.,"fees=low, autonomous=yes, branch=CSE, district=Madurai, cutoff=176, placement=good, hostel=yes"
1158,Advanced Multi-Condition,OC 198 cutoff. Top autonomous private CSE colleges in Tamil Nadu with placement above 15 LPA.,"community=OC, cutoff=198, autonomous=yes, ownership=Private, branch=CSE, placement=above 15 LPA"
1159,Advanced Multi-Condition,I have 163 cutoff. Government CSE colleges in Salem or Coimbatore with hostel and good transport.,"cutoff=163, ownership=Government, branch=CSE, district=Salem, district=Coimbatore, hostel=yes, transport=yes"
1160,Advanced Multi-Condition,BC student 188 cutoff wants ambitious CSE college in Chennai autonomous with placement above 12 LPA.,"community=BC, cutoff=188, safety=ambitious, branch=CSE, district=Chennai, autonomous=yes, placement=above 12 LPA"
1161,Advanced Multi-Condition,Which autonomous government-aided colleges in Tamil Nadu offer ECE for 182 cutoff with hostel?,"autonomous=yes, ownership=Government Aided, branch=ECE, cutoff=182, hostel=yes"
1162,Advanced Multi-Condition,I have 169 cutoff. MBC student. Government aided IT colleges in Coimbatore with hostel.,"cutoff=169, community=MBC, ownership=Government Aided, branch=Information Technology, district=Coimbatore, hostel=yes"
1163,Advanced Multi-Condition,Show autonomous private colleges in Coimbatore for CSE 189 cutoff with high placement packages.,"autonomous=yes, ownership=Private, district=Coimbatore, branch=CSE, cutoff=189, placement=high package"
1164,Advanced Multi-Condition,I have 174 cutoff SC student. Safe government colleges for ECE in Tamil Nadu with hostel and low fees.,"cutoff=174, community=SC, safety=safe, ownership=Government, branch=ECE, hostel=yes, fees=low"
1165,Advanced Multi-Condition,BCM 179 cutoff. Autonomous CSE colleges near Chennai with good placement and hostel below 3000/month.,"community=BCM, cutoff=179, autonomous=yes, branch=CSE, district=Chennai, placement=good, hostel=yes"
1166,Advanced Multi-Condition,Which government colleges in Coimbatore offer both CSE and IT for 183 cutoff with hostel?,"ownership=Government, district=Coimbatore, branch=CSE, branch=Information Technology, cutoff=183, hostel=yes"
1167,Advanced Multi-Condition,I have 177 cutoff OC. Top autonomous private colleges in Chennai for AI&DS with hostel and placement above 10 LPA.,"cutoff=177, community=OC, autonomous=yes, ownership=Private, district=Chennai, branch=AI & Data Science, hostel=yes, placement=above 10 LPA"
1168,Advanced Multi-Condition,MBC 162 cutoff. Safe government aided colleges in Madurai for ECE with hostel.,"community=MBC, cutoff=162, safety=safe, ownership=Government Aided, district=Madurai, branch=ECE, hostel=yes"
1169,Advanced Multi-Condition,Show self-financing autonomous CSE colleges in Coimbatore for 184 cutoff with fees below 1.5 lakhs.,"ownership=Self-Financing, autonomous=yes, branch=CSE, district=Coimbatore, cutoff=184, fees=below 1.5 lakhs"
1170,Advanced Multi-Condition,I have 193 cutoff. OC student. Ambitious autonomous government CSE colleges in Tamil Nadu.,"cutoff=193, community=OC, safety=ambitious, autonomous=yes, ownership=Government, branch=CSE"
1171,Advanced Multi-Condition,BC 167 cutoff. Moderate self-financing colleges in Erode for Mechanical with hostel and transport.,"community=BC, cutoff=167, safety=moderate, ownership=Self-Financing, district=Erode, branch=Mechanical Engineering, hostel=yes, transport=yes"
1172,Advanced Multi-Condition,Which autonomous government colleges in Madurai offer CSE for 180 cutoff with hostel and good placement?,"autonomous=yes, ownership=Government, district=Madurai, branch=CSE, cutoff=180, hostel=yes, placement=good"
1173,Advanced Multi-Condition,I have 158 cutoff. ST student. Any government college for Mechanical in Tamil Nadu with hostel.,"cutoff=158, community=ST, ownership=Government, branch=Mechanical Engineering, hostel=yes"
1174,Advanced Multi-Condition,MBC 186 cutoff. Safe and moderate autonomous CSE colleges in Coimbatore or Chennai.,"community=MBC, cutoff=186, safety=safe, safety=moderate, autonomous=yes, branch=CSE, district=Coimbatore, district=Chennai"
1175,Advanced Multi-Condition,Which private colleges in Madurai have AI&DS with cutoff 175 hostel and low fees?,"ownership=Private, district=Madurai, branch=AI & Data Science, cutoff=175, hostel=yes, fees=low"
1176,Advanced Multi-Condition,I have 171 cutoff. Government aided colleges in Erode for CSE with hostel and good placements.,"cutoff=171, ownership=Government Aided, district=Erode, branch=CSE, hostel=yes, placement=good"
1177,Advanced Multi-Condition,SC student 184 cutoff. Autonomous private colleges in Chennai for CSE with hostel and placement above 8 LPA.,"community=SC, cutoff=184, autonomous=yes, ownership=Private, district=Chennai, branch=CSE, hostel=yes, placement=above 8 LPA"
1178,Advanced Multi-Condition,Show government-aided autonomous colleges in Tiruchirappalli for AI&DS 177 cutoff with hostel.,"ownership=Government Aided, autonomous=yes, district=Tiruchirappalli, branch=AI & Data Science, cutoff=177, hostel=yes"
1179,Advanced Multi-Condition,I have 166 cutoff BC. Self-financing colleges in Madurai for Mechanical with hostel and fees below 1 lakh.,"cutoff=166, community=BC, ownership=Self-Financing, district=Madurai, branch=Mechanical Engineering, hostel=yes, fees=below 1 lakh"
1180,Advanced Multi-Condition,Which autonomous CSE colleges in Coimbatore for 191 cutoff have placement above 10 LPA and hostel?,"autonomous=yes, branch=CSE, district=Coimbatore, cutoff=191, placement=above 10 LPA, hostel=yes"
1181,Advanced Multi-Condition,OC 182 cutoff. Moderate autonomous government aided CSE colleges in Tamil Nadu.,"community=OC, cutoff=182, safety=moderate, autonomous=yes, ownership=Government Aided, branch=CSE"
1182,Advanced Multi-Condition,Show safe government colleges in Salem for ECE 170 cutoff with hostel and good transport.,"safety=safe, ownership=Government, district=Salem, branch=ECE, cutoff=170, hostel=yes, transport=yes"
1183,Advanced Multi-Condition,I have 175 cutoff. SCA student. Autonomous government aided CSE colleges in Coimbatore with hostel.,"cutoff=175, community=SCA, autonomous=yes, ownership=Government Aided, branch=CSE, district=Coimbatore, hostel=yes"
1184,Advanced Multi-Condition,Show moderate autonomous CSE colleges near Chennai for BC 178 cutoff with low fees.,"safety=moderate, autonomous=yes, branch=CSE, district=Chennai, community=BC, cutoff=178, fees=low"
1185,Advanced Multi-Condition,I have 168 cutoff. Government colleges in Tamil Nadu for Biotechnology with hostel.,"cutoff=168, ownership=Government, branch=Biotechnology, hostel=yes"
1186,Advanced Multi-Condition,BCM 183 cutoff. Ambitious autonomous CSE colleges in Coimbatore with placement above 8 LPA.,"community=BCM, cutoff=183, safety=ambitious, autonomous=yes, branch=CSE, district=Coimbatore, placement=above 8 LPA"
1187,Advanced Multi-Condition,Which government-aided colleges in Vellore offer ECE for 174 cutoff with hostel?,"ownership=Government Aided, district=Vellore, branch=ECE, cutoff=174, hostel=yes"
1188,Advanced Multi-Condition,I have 195 cutoff OC student. Ambitious top autonomous CSE or AI&DS colleges in Tamil Nadu.,"cutoff=195, community=OC, safety=ambitious, autonomous=yes, branch=CSE, branch=AI & Data Science"
1189,Advanced Multi-Condition,MBC 169 cutoff. Safe government or government-aided Mechanical colleges in Coimbatore with hostel.,"community=MBC, cutoff=169, safety=safe, ownership=Government, ownership=Government Aided, branch=Mechanical Engineering, district=Coimbatore, hostel=yes"
1190,Advanced Multi-Condition,Show autonomous private colleges in Madurai for AI&ML 181 cutoff with hostel and good placement.,"autonomous=yes, ownership=Private, district=Madurai, branch=AI & ML, cutoff=181, hostel=yes, placement=good"
1191,Advanced Multi-Condition,I have 176 cutoff. BC student. Safe CSE colleges in Coimbatore with hostel and low fees.,"cutoff=176, community=BC, safety=safe, branch=CSE, district=Coimbatore, hostel=yes, fees=low"
1192,Advanced Multi-Condition,Which autonomous government colleges in Tamil Nadu for ECE 187 cutoff have hostel and placement above 10 LPA?,"autonomous=yes, ownership=Government, branch=ECE, cutoff=187, hostel=yes, placement=above 10 LPA"
1193,Advanced Multi-Condition,SCA 163 cutoff. Government aided colleges in Madurai for CSE with hostel.,"community=SCA, cutoff=163, ownership=Government Aided, district=Madurai, branch=CSE, hostel=yes"
1194,Advanced Multi-Condition,Show low-fee autonomous colleges in Coimbatore for IT 180 cutoff with good placement and hostel.,"fees=low, autonomous=yes, district=Coimbatore, branch=Information Technology, cutoff=180, placement=good, hostel=yes"
1195,Advanced Multi-Condition,I have 173 cutoff OC. Moderate government aided autonomous CSE colleges in Tamil Nadu.,"cutoff=173, community=OC, safety=moderate, ownership=Government Aided, autonomous=yes, branch=CSE"
1196,Advanced Multi-Condition,BC 188 cutoff. Ambitious autonomous private CSE college in Chennai with placement above 15 LPA.,"community=BC, cutoff=188, safety=ambitious, autonomous=yes, ownership=Private, branch=CSE, district=Chennai, placement=above 15 LPA"
1197,Advanced Multi-Condition,Show government colleges in Tiruchirappalli for Mechanical 172 cutoff with hostel and transport.,"ownership=Government, district=Tiruchirappalli, branch=Mechanical Engineering, cutoff=172, hostel=yes, transport=yes"
1198,Advanced Multi-Condition,I have 181 cutoff. MBC student. Autonomous CSE colleges in Coimbatore with good placement.,"cutoff=181, community=MBC, autonomous=yes, branch=CSE, district=Coimbatore, placement=good"
1199,Advanced Multi-Condition,Which self-financing colleges in Chennai offer AI&DS for 183 cutoff with hostel and placement above 8 LPA?,"ownership=Self-Financing, district=Chennai, branch=AI & Data Science, cutoff=183, hostel=yes, placement=above 8 LPA"
1200,Advanced Multi-Condition,I have 170 cutoff OC student. Safe government or government-aided IT colleges in Tamil Nadu with hostel.,"cutoff=170, community=OC, safety=safe, ownership=Government, ownership=Government Aided, branch=Information Technology, hostel=yes"
